raw_permit_id,parser_run_id,input_file_id,output_csv_file_id,csv_row_number,address,parcel_number,permit_number,permit_type,description,valuation,status,applied_date,issued_date,contractor_name,permit_type_clean,address_normalized,parcel_number_normalized,permit_number_normalized,permit_type_normalized,description_normalized,valuation_normalized,status_normalized,applied_date_normalized,issued_date_normalized,contractor_name_normalized,validation,validation_record_status,validation_address_status,validation_applied_date_status,validation_contractor_name_status,validation_description_status,validation_issued_date_status,validation_parcel_number_status,validation_permit_number_status,validation_permit_type_status,validation_status_status,validation_valuation_status,permit_number_prefix,description_keywords,valuation_bucket
run_20260625_170932_611_row_000012,run_20260625_170932_611,run_20260625_170932_611_input,run_20260625_170932_611_csv,12,"5930 Loma Avenue Unit A , Temple City, California 91780",5384-013-003,E25-49919,Electrical,"(1) BRANCH CIRCUIT, (2) OUTLETS AND (2) LIGHT FIXTURES",$0,Issued,09-02-2025,09-02-2025,Potato Construction Inc.,Electrical,"5930 Loma Avenue Unit A , Temple City, California 91780",5384-013-003,E25-49919,Electrical,"(1) BRANCH CIRCUIT, (2) OUTLETS AND (2) LIGHT FIXTURES",0.0,Issued,2025-09-02,2025-09-02,Potato Construction Inc.,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5930 Loma Avenue Unit A , Temple City, California 91780', 'normalized_value': '5930 Loma Avenue Unit A , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '5384-013-003', 'normalized_value': '5384-013-003', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'E25-49919', 'normalized_value': 'E25-49919', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Electrical', 'normalized_value': 'Electrical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': '(1) BRANCH CIRCUIT, (2) OUTLETS AND (2) LIGHT FIXTURES', 'normalized_value': '(1) BRANCH CIRCUIT, (2) OUTLETS AND (2) LIGHT FIXTURES', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '09-02-2025', 'normalized_value': '2025-09-02', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '09-02-2025', 'normalized_value': '2025-09-02', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Potato Construction Inc.', 'normalized_value': 'Potato Construction Inc.', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.277714+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,E,other,le_1
run_20260625_170932_611_row_000013,run_20260625_170932_611,run_20260625_170932_611_input,run_20260625_170932_611_csv,13,"5930 Loma Avenue Unit B , Temple City, California 91780",5384-013-003,E25-49922,Electrical,ELECTRICAL FOR A NEW DETACHED ACCESSORY DWELLING UNIT WITH 200 AMP SERVICE PANEL,$0,Issued,09-02-2025,09-02-2025,Potato Construction Inc.,Electrical,"5930 Loma Avenue Unit B , Temple City, California 91780",5384-013-003,E25-49922,Electrical,ELECTRICAL FOR A NEW DETACHED ACCESSORY DWELLING UNIT WITH 200 AMP SERVICE PANEL,0.0,Issued,2025-09-02,2025-09-02,Potato Construction Inc.,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5930 Loma Avenue Unit B , Temple City, California 91780', 'normalized_value': '5930 Loma Avenue Unit B , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '5384-013-003', 'normalized_value': '5384-013-003', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'E25-49922', 'normalized_value': 'E25-49922', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Electrical', 'normalized_value': 'Electrical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'ELECTRICAL FOR A NEW DETACHED ACCESSORY DWELLING UNIT WITH 200 AMP SERVICE PANEL', 'normalized_value': 'ELECTRICAL FOR A NEW DETACHED ACCESSORY DWELLING UNIT WITH 200 AMP SERVICE PANEL', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '09-02-2025', 'normalized_value': '2025-09-02', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '09-02-2025', 'normalized_value': '2025-09-02', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Potato Construction Inc.', 'normalized_value': 'Potato Construction Inc.', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.278398+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,E,electrical+mechanical,le_1
run_20260625_170932_611_row_000014,run_20260625_170932_611,run_20260625_170932_611_input,run_20260625_170932_611_csv,14,"5930 Loma Avenue, Temple City, California 91780",5384-013-003,E25-49925,Electrical,(4) OUTLETS AND (4) LIGHT FIXTURES FOR A NEW DETACHED GARAGE,$0,Issued,09-02-2025,09-02-2025,Potato Construction Inc.,Electrical,"5930 Loma Avenue, Temple City, California 91780",5384-013-003,E25-49925,Electrical,(4) OUTLETS AND (4) LIGHT FIXTURES FOR A NEW DETACHED GARAGE,0.0,Issued,2025-09-02,2025-09-02,Potato Construction Inc.,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5930 Loma Avenue, Temple City, California 91780', 'normalized_value': '5930 Loma Avenue, Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '5384-013-003', 'normalized_value': '5384-013-003', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'E25-49925', 'normalized_value': 'E25-49925', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Electrical', 'normalized_value': 'Electrical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': '(4) OUTLETS AND (4) LIGHT FIXTURES FOR A NEW DETACHED GARAGE', 'normalized_value': '(4) OUTLETS AND (4) LIGHT FIXTURES FOR A NEW DETACHED GARAGE', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '09-02-2025', 'normalized_value': '2025-09-02', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '09-02-2025', 'normalized_value': '2025-09-02', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Potato Construction Inc.', 'normalized_value': 'Potato Construction Inc.', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.278719+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,E,mechanical,le_1
run_20260625_170932_611_row_000015,run_20260625_170932_611,run_20260625_170932_611_input,run_20260625_170932_611_csv,15,"5930 Loma Avenue Unit B , Temple City, California 91780",5384-013-003,G25-49272,Grading,GRADING / DRAINAGE FOR A NEW DETACHED ACCESSORY DWELLING UNIT,$0,Issued,05-21-2025,09-02-2025,Potato Construction Inc.,Grading,"5930 Loma Avenue Unit B , Temple City, California 91780",5384-013-003,G25-49272,Grading,GRADING / DRAINAGE FOR A NEW DETACHED ACCESSORY DWELLING UNIT,0.0,Issued,2025-05-21,2025-09-02,Potato Construction Inc.,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5930 Loma Avenue Unit B , Temple City, California 91780', 'normalized_value': '5930 Loma Avenue Unit B , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '5384-013-003', 'normalized_value': '5384-013-003', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'G25-49272', 'normalized_value': 'G25-49272', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Grading', 'normalized_value': 'Grading', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'GRADING / DRAINAGE FOR A NEW DETACHED ACCESSORY DWELLING UNIT', 'normalized_value': 'GRADING / DRAINAGE FOR A NEW DETACHED ACCESSORY DWELLING UNIT', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '05-21-2025', 'normalized_value': '2025-05-21', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '09-02-2025', 'normalized_value': '2025-09-02', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Potato Construction Inc.', 'normalized_value': 'Potato Construction Inc.', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.278947+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,G,mechanical,le_1
run_20260625_170932_611_row_000016,run_20260625_170932_611,run_20260625_170932_611_input,run_20260625_170932_611_csv,16,"5112 Agnes Avenue, Temple City, California 91780",8589-007-026,M25-49705,Mechanical,"INSTALL (1) VENTILATION FAN, AIR INLET AND ALTERATION OF EXIST DUCT SYSTEM",$0,Issued,07-29-2025,09-02-2025,Owner-Builder,Mechanical,"5112 Agnes Avenue, Temple City, California 91780",8589-007-026,M25-49705,Mechanical,"INSTALL (1) VENTILATION FAN, AIR INLET AND ALTERATION OF EXIST DUCT SYSTEM",0.0,Issued,2025-07-29,2025-09-02,Owner-Builder,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5112 Agnes Avenue, Temple City, California 91780', 'normalized_value': '5112 Agnes Avenue, Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8589-007-026', 'normalized_value': '8589-007-026', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'M25-49705', 'normalized_value': 'M25-49705', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'INSTALL (1) VENTILATION FAN, AIR INLET AND ALTERATION OF EXIST DUCT SYSTEM', 'normalized_value': 'INSTALL (1) VENTILATION FAN, AIR INLET AND ALTERATION OF EXIST DUCT SYSTEM', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '07-29-2025', 'normalized_value': '2025-07-29', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '09-02-2025', 'normalized_value': '2025-09-02', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Owner-Builder', 'normalized_value': 'Owner-Builder', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.279160+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,M,remodel,le_1
run_20260625_170932_611_row_000017,run_20260625_170932_611,run_20260625_170932_611_input,run_20260625_170932_611_csv,17,"5832 North Muscatel Avenue Unit B , San Gabriel, California 91775",5387-010-026,M25-49909,Mechanical,INSTALL (1) MINI SPLIT SYSTEM AND VENTILATION FANS FOR A NEW DETACHED ACCESSORY DWELLING UNIT,$0,Issued,09-02-2025,09-02-2025,Y W Rising Builder Inc.,Mechanical,"5832 North Muscatel Avenue Unit B , San Gabriel, California 91775",5387-010-026,M25-49909,Mechanical,INSTALL (1) MINI SPLIT SYSTEM AND VENTILATION FANS FOR A NEW DETACHED ACCESSORY DWELLING UNIT,0.0,Issued,2025-09-02,2025-09-02,Y W Rising Builder Inc.,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5832 North Muscatel Avenue Unit B , San Gabriel, California 91775', 'normalized_value': '5832 North Muscatel Avenue Unit B , San Gabriel, California 91775', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '5387-010-026', 'normalized_value': '5387-010-026', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'M25-49909', 'normalized_value': 'M25-49909', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'INSTALL (1) MINI SPLIT SYSTEM AND VENTILATION FANS FOR A NEW DETACHED ACCESSORY DWELLING UNIT', 'normalized_value': 'INSTALL (1) MINI SPLIT SYSTEM AND VENTILATION FANS FOR A NEW DETACHED ACCESSORY DWELLING UNIT', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '09-02-2025', 'normalized_value': '2025-09-02', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '09-02-2025', 'normalized_value': '2025-09-02', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Y W Rising Builder Inc.', 'normalized_value': 'Y W Rising Builder Inc.', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.279367+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,M,mechanical,le_1
run_20260625_170932_611_row_000018,run_20260625_170932_611,run_20260625_170932_611_input,run_20260625_170932_611_csv,18,"4902 Baldwin Avenue Unit A-B , Temple City, California 91780",8585-009-024,M25-49915,Mechanical,INSTALL (1) MINI SPLIT SYSTEM AND VENTILATION FAN FOR THE ATTACHED ACCESSORY DWELLING UNIT,$0,Issued,09-02-2025,09-02-2025,Owner-Builder,Mechanical,"4902 Baldwin Avenue Unit A-B , Temple City, California 91780",8585-009-024,M25-49915,Mechanical,INSTALL (1) MINI SPLIT SYSTEM AND VENTILATION FAN FOR THE ATTACHED ACCESSORY DWELLING UNIT,0.0,Issued,2025-09-02,2025-09-02,Owner-Builder,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '4902 Baldwin Avenue Unit A-B , Temple City, California 91780', 'normalized_value': '4902 Baldwin Avenue Unit A-B , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8585-009-024', 'normalized_value': '8585-009-024', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'M25-49915', 'normalized_value': 'M25-49915', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'INSTALL (1) MINI SPLIT SYSTEM AND VENTILATION FAN FOR THE ATTACHED ACCESSORY DWELLING UNIT', 'normalized_value': 'INSTALL (1) MINI SPLIT SYSTEM AND VENTILATION FAN FOR THE ATTACHED ACCESSORY DWELLING UNIT', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '09-02-2025', 'normalized_value': '2025-09-02', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '09-02-2025', 'normalized_value': '2025-09-02', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Owner-Builder', 'normalized_value': 'Owner-Builder', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.279590+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,M,mechanical,le_1
run_20260625_170932_611_row_000019,run_20260625_170932_611,run_20260625_170932_611_input,run_20260625_170932_611_csv,19,"5930 Loma Avenue Unit A , Temple City, California 91780",5384-013-003,M25-49920,Mechanical,"INSTALL (1) VENTILATION FAN, AIR INLET AND ALTERATION OF EXIST DUCT SYSTEM",$0,Issued,09-02-2025,09-02-2025,Potato Construction Inc.,Mechanical,"5930 Loma Avenue Unit A , Temple City, California 91780",5384-013-003,M25-49920,Mechanical,"INSTALL (1) VENTILATION FAN, AIR INLET AND ALTERATION OF EXIST DUCT SYSTEM",0.0,Issued,2025-09-02,2025-09-02,Potato Construction Inc.,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5930 Loma Avenue Unit A , Temple City, California 91780', 'normalized_value': '5930 Loma Avenue Unit A , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '5384-013-003', 'normalized_value': '5384-013-003', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'M25-49920', 'normalized_value': 'M25-49920', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'INSTALL (1) VENTILATION FAN, AIR INLET AND ALTERATION OF EXIST DUCT SYSTEM', 'normalized_value': 'INSTALL (1) VENTILATION FAN, AIR INLET AND ALTERATION OF EXIST DUCT SYSTEM', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '09-02-2025', 'normalized_value': '2025-09-02', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '09-02-2025', 'normalized_value': '2025-09-02', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Potato Construction Inc.', 'normalized_value': 'Potato Construction Inc.', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.279886+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,M,remodel,le_1
run_20260625_170932_611_row_000020,run_20260625_170932_611,run_20260625_170932_611_input,run_20260625_170932_611_csv,20,"5930 Loma Avenue Unit B , Temple City, California 91780",5384-013-003,M25-49923,Mechanical,INSTALL (3) MINI SPLIT SYSTEM AND VENTILATION FANS FOR A NEW DETACHED ACCESSORY DWELLING UNIT,$0,Issued,09-02-2025,09-02-2025,Potato Construction Inc.,Mechanical,"5930 Loma Avenue Unit B , Temple City, California 91780",5384-013-003,M25-49923,Mechanical,INSTALL (3) MINI SPLIT SYSTEM AND VENTILATION FANS FOR A NEW DETACHED ACCESSORY DWELLING UNIT,0.0,Issued,2025-09-02,2025-09-02,Potato Construction Inc.,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5930 Loma Avenue Unit B , Temple City, California 91780', 'normalized_value': '5930 Loma Avenue Unit B , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '5384-013-003', 'normalized_value': '5384-013-003', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'M25-49923', 'normalized_value': 'M25-49923', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'INSTALL (3) MINI SPLIT SYSTEM AND VENTILATION FANS FOR A NEW DETACHED ACCESSORY DWELLING UNIT', 'normalized_value': 'INSTALL (3) MINI SPLIT SYSTEM AND VENTILATION FANS FOR A NEW DETACHED ACCESSORY DWELLING UNIT', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '09-02-2025', 'normalized_value': '2025-09-02', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '09-02-2025', 'normalized_value': '2025-09-02', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Potato Construction Inc.', 'normalized_value': 'Potato Construction Inc.', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.280140+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,M,mechanical,le_1
run_20260625_170932_611_row_000021,run_20260625_170932_611,run_20260625_170932_611_input,run_20260625_170932_611_csv,21,"5822 Temple City Boulevard, Temple City, California 91780",40611139,MISC25-49908,Miscellaneous,TO VERIFY COMPLIANCE: TO REMOVE UNPERMITTED RESTROOM ON THE BACK BUILDING,$0,Finaled,09-02-2025,09-02-2025,Owner-Builder,Miscellaneous,"5822 Temple City Boulevard, Temple City, California 91780",40611139,MISC25-49908,Miscellaneous,TO VERIFY COMPLIANCE: TO REMOVE UNPERMITTED RESTROOM ON THE BACK BUILDING,0.0,Finaled,2025-09-02,2025-09-02,Owner-Builder,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5822 Temple City Boulevard, Temple City, California 91780', 'normalized_value': '5822 Temple City Boulevard, Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '40611139', 'normalized_value': '40611139', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'MISC25-49908', 'normalized_value': 'MISC25-49908', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Miscellaneous', 'normalized_value': 'Miscellaneous', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'TO VERIFY COMPLIANCE: TO REMOVE UNPERMITTED RESTROOM ON THE BACK BUILDING', 'normalized_value': 'TO VERIFY COMPLIANCE: TO REMOVE UNPERMITTED RESTROOM ON THE BACK BUILDING', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Finaled', 'normalized_value': 'Finaled', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '09-02-2025', 'normalized_value': '2025-09-02', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '09-02-2025', 'normalized_value': '2025-09-02', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Owner-Builder', 'normalized_value': 'Owner-Builder', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.280385+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,MISC,mechanical,le_1
run_20260625_170932_611_row_000022,run_20260625_170932_611,run_20260625_170932_611_input,run_20260625_170932_611_csv,22,"5112 Agnes Avenue, Temple City, California 91780",8589-007-026,P25-49706,Plumbing,"SHOWER, LAVATORY AND WATER CLOSET",$0,Issued,07-29-2025,09-02-2025,Owner-Builder,Plumbing,"5112 Agnes Avenue, Temple City, California 91780",8589-007-026,P25-49706,Plumbing,"SHOWER, LAVATORY AND WATER CLOSET",0.0,Issued,2025-07-29,2025-09-02,Owner-Builder,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5112 Agnes Avenue, Temple City, California 91780', 'normalized_value': '5112 Agnes Avenue, Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8589-007-026', 'normalized_value': '8589-007-026', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'P25-49706', 'normalized_value': 'P25-49706', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Plumbing', 'normalized_value': 'Plumbing', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'SHOWER, LAVATORY AND WATER CLOSET', 'normalized_value': 'SHOWER, LAVATORY AND WATER CLOSET', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '07-29-2025', 'normalized_value': '2025-07-29', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '09-02-2025', 'normalized_value': '2025-09-02', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Owner-Builder', 'normalized_value': 'Owner-Builder', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.280602+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,P,other,le_1
