Address                                                              , Parcel No   , Permit No   , Permit Type  , Bldg Permit Subtype      , Work Description                                                                                                                                                                                                                                                                                                                                                                                                              , Valuation     , Permit Status, Application Date, Issue Date, Expire Date, Final Date, Contractor
"10777 Freer Street, Temple City, California 91780"                  , 8573-006-003, B25-48431   , Building     , RR Residential Alteration, "TEAR OFF EXISTING SHINGLES AND WOOD SHAKE. INSTALL NEW RADIANT BARRIER OSB WHERE IS NEEDED. INSTALL T-31 COMPLAINT COMP SHINGLE (CLASS ""A"") "                                                                                                                                                                                                                                                                              , "$17,000 "    , Issued       , 1/29/2025       , 1/29/2025 , 1/29/2026  ,           , "Noah's Roofing Construction, Inc. dba Roof Company Noah's The"
"5753 Rowland Avenue Unit B , Temple City, California 91780"         , 8587-029-011, B25-48433   , Building     , OT Other                 , "CHANGE FROM OWNER- BUILDER TO CONTRACTOR FOR A NEW DETACHED ACCESSORY DWELLING UNIT: TWO BEDROOMS, TWO BATHROOMS AND KITCHEN (SEE ALSO PERMIT # B24-47030) "                                                                                                                                                                                                                                                                 , $0            , Issued       , 1/29/2025       , 1/29/2025 , 1/29/2026  ,           , Apex Building Development Corp.
"5753 Rowland Avenue, Temple City, California 91780"                 , 8587-029-011, B25-48434   , Building     , OT Other                 , CHANGE FROM OWNER- BUILDER TO CONTRACTOR TO BUILD A NEW DETACHED 3-CAR GARAGE WITH ATTACHED TRELLIS (SEE ALSO PERMIT # B24-47031                                                                                                                                                                                                                                                                                              , $0            , Issued       , 1/29/2025       , 1/29/2025 , 1/29/2026  ,           , Apex Building Development Corp.
"5931 Sultana Avenue, Temple City, California 91780"                 , 5384-016-038, B25-48440   , Building     , RR Residential Alteration, TEAR OFF AND DEMO ALL LAYERS UP TO SHEATHING. REPLACE ONLY DAMAGED WOOD IT NECESSARY. APPLY OWENS CORNING TITANIUM UDL 30 PREMIUM UNDERLAYMENT. INSTALL OWENS CORNING TRUDEFINITION DURATION COOL PLUS SHINGLES. CRRC # (0890-0032) HOUSE ONLY                                                                                                                                                                                , "$17,850 "    , Issued       , 1/29/2025       , 1/29/2025 , 1/29/2026  ,           , Hexagon Roofing Inc.
"5753 Rowland Avenue, Temple City, California 91780"                 , 8587-029-011, D25-48439   , Demolition   ,                          , CHANGE FROM OWNER-BUILDER TO CONTRACTOR TO DEMO EXISTING DETACHED GARAGE/WORKSHOP AND PATIO (SEE ALSO PERMIT # D24-47933)                                                                                                                                                                                                                                                                                                     , $0            , Issued       , 1/29/2025       , 1/29/2025 , 1/29/2026  ,           , Apex Building Development Corp.
"9933 Broadway, Temple City, California 91780"                       , 8588-015-007, D25-48441   , Demolition   ,                          , DEMO EXISTING GARAGE                                                                                                                                                                                                                                                                                                                                                                                                          , $0            , Issued       , 1/29/2025       , 1/29/2025 , 1/29/2026  ,           , Owner-Builder
"5731 Oak Avenue, Temple City, California 91780"                     , 8587-005-007, E25-48408   , Electrical   ,                          , TEMPORARY POWER POLE                                                                                                                                                                                                                                                                                                                                                                                                          , $0            , Issued       , 1/28/2025       , 1/29/2025 , 1/29/2026  ,           , Copper Construction LLC
"5731 Oak Avenue Unit A , Temple City, California 91780"             , 8587-005-007, E25-48409   , Electrical   ,                          , "(26) BRANCH CIRCUITS, (120) OUTLETS, (5) LIGHT FIXTURES, FAU/AC UNITS, GARBAGE DISPOSAL, DISHWASHER, RANGE HOOD, WASHING MACHINE, EXHAUST FANS AND UPGRADE TO 200 AMP SERVICE PANEL FOR ADDITION AND REMODEL "                                                                                                                                                                                                               , $0            , Issued       , 1/28/2025       , 1/29/2025 , 1/29/2026  ,           , Copper Construction LLC
"5731 Oak Avenue Unit B , Temple City, California 91780"             , 8587-005-007, E25-48412   , Electrical   ,                          , ELECTRICAL FOR A NEW STUDIO DETACHED ACCESSORY DWELLING UNIT WITH SUB-PANEL 100 AMP SERVICE                                                                                                                                                                                                                                                                                                                                   , $0            , Issued       , 1/28/2025       , 1/29/2025 , 1/29/2026  ,           , Copper Construction LLC
"4930 Fiesta Avenue, Temple City, California 91780"                  , 8590-018-003, E25-48428   , Electrical   ,                          , UPGRADE ELECTRICAL PANEL FROM 100 AMP TO 200 AMP                                                                                                                                                                                                                                                                                                                                                                              , $0            , Issued       , 1/29/2025       , 1/29/2025 , 1/29/2026  ,           , Duomei Electrical Inc.
"4902 Baldwin Avenue, Temple City, California 91780"                 , 8585-009-024, E25-48432   , Electrical   ,                          , (11) OUTLETS AND (3) LIGHT FIXTURES FOR A DETACHED GARAGE/STORAGE                                                                                                                                                                                                                                                                                                                                                             , $0            , Issued       , 1/29/2025       , 1/29/2025 , 1/29/2026  ,           , Owner-Builder
"5753 Rowland Avenue Unit B , Temple City, California 91780"         , 8587-029-011, E25-48435   , Electrical   ,                          , CHANGE FROM OWNER-BUILDER TO CONTRACTOR ELECTRICAL FOR A NEW DETACHED ACCESSORY DWELLING UNIT WITH A NEW 200 AMP SUBPANEL (SEE ALSO PERMIT # E24-47934)                                                                                                                                                                                                                                                                       , $0            , Issued       , 1/29/2025       , 1/29/2025 , 1/29/2026  ,           , Apex Building Development Corp.
"5753 Rowland Avenue, Temple City, California 91780"                 , 8587-029-011, E25-48436   , Electrical   ,                          , CHANGE FROM OWNER-BUILDER TO CONTRACTOR FOR A NEW DETACHED 3-CAR GARAGE (SEE ALSO PERMIT # E24-47935)                                                                                                                                                                                                                                                                                                                         , $0            , Issued       , 1/29/2025       , 1/29/2025 , 1/29/2026  ,           , Apex Building Development Corp.
"5731 Oak Avenue Unit A , Temple City, California 91780"             , 8587-005-007, M25-48410   , Mechanical   ,                          , "INSTALL HVAC SYSTEM, AIR INLETS AND VENTILATION FANS FOR ADDITION AND REMODEL "                                                                                                                                                                                                                                                                                                                                              , $0            , Issued       , 1/28/2025       , 1/29/2025 , 1/29/2026  ,           , Copper Construction LLC
"5731 Oak Avenue Unit B , Temple City, California 91780"             , 8587-005-007, M25-48413   , Mechanical   ,                          , INSTALL A (1) MINI SPLIT SYSTEM AND VENTILATION FANS FOR A NEW DETACHED STUDIO ACCESSORY DWELLING UNIT                                                                                                                                                                                                                                                                                                                        , $0            , Issued       , 1/28/2025       , 1/29/2025 , 1/29/2026  ,           , Copper Construction LLC
"5753 Rowland Avenue Unit B , Temple City , California 91780"        , 8587-029-011, M25-48437   , Mechanical   ,                          , CHANGE FROM OWNER-BUILDER TO CONTRACTOR TO INSTALL HVAC SYSTEM FOR A NEW DETACHED ACCESSORY DWELLING UNIT (SEE ALSO PERMIT # M24-47936)                                                                                                                                                                                                                                                                                       , $0            , Issued       , 1/29/2025       , 1/29/2025 , 1/29/2026  ,           , Apex Building Development Corp.
"5731 Oak Avenue Unit A , Temple City, California 91780"             , 8587-005-007, P25-48411   , Plumbing     ,                          , "BATHTUB/SHOWERS, CLOTHES WASHER, DISHWASHER, LAVATORIES, SINK, PRESSURE REGULATOR, WATER CLOSETS AND WATER HEATER FOR ADDITION AND REMODEL "                                                                                                                                                                                                                                                                                 , $0            , Issued       , 1/28/2025       , 1/29/2025 , 1/29/2026  ,           , Copper Construction LLC
"5731 Oak Avenue Unit B , Temple City , California 91780"            , 8587-005-007, P25-48414   , Plumbing     ,                          , PLUMBING FOR A NEW DETACHED STUDIO ACCESSORY DWELLING UNIT AND CONNECT TO PUBLIC SEWER                                                                                                                                                                                                                                                                                                                                        , $0            , Issued       , 1/28/2025       , 1/29/2025 , 1/29/2026  ,           , Copper Construction LLC
"5753 Rowland Avenue Unit B, Temple City, California 91780"          , 8587-029-011, P25-48438   , Plumbing     ,                          , CHANGE FROM OWNER-BUILDER TO CONTRACTOR PLUMBING FOR A NEW DETACHED ACCESSORY UNIT AND CONNECT TO PUBLIC SEWER (SEE ALSO PERMIT # P24-47937)                                                                                                                                                                                                                                                                                  , $0            , Issued       , 1/29/2025       , 1/29/2025 , 1/29/2026  ,           , Apex Building Development Corp.
"6158 Temple City Boulevard, Temple City, California 91780"          , 5385-015-038, B25-48244   , Building     , CB Combo Building        , ROOF MOUNT 7.310 KW (17) PANELS WITH BATTERY AND BACK-UP                                                                                                                                                                                                                                                                                                                                                                      , $0            , Issued       , 1/7/2025        , 1/30/2025 , 1/30/2026  ,           , Axia Solar Corp.
"6146 Temple City Boulevard, Temple City, California 91780"          , 5385-015-029, B25-48317   , Building     , CB Combo Building        , "ROOF MOUNT OF 7.740 KW (18) PANELS WITH INVERTER, BATTERY AND BACK UP "                                                                                                                                                                                                                                                                                                                                                      , "$33,480 "    , Issued       , 1/16/2025       , 1/30/2025 , 1/30/2026  ,           , Axia Solar Corp.
"8802 Garibaldi Avenue, San Gabriel, California 91780"               , 5386-011-033, B25-48342   , Building     , CB Combo Building        , INSTALL 3.16KW ROOF MOUNTED SOLAR SYSTEM. (8) MODULES WITH (4) MICRO-INVERTERS                                                                                                                                                                                                                                                                                                                                                , "$8,000 "     , Issued       , 1/21/2025       , 1/30/2025 , 1/30/2026  ,           , Sun Bees Group dba True Power Solar
"5318 Arden Drive, Temple City, California 91780"                    , 8585-020-004, B25-48447   , Building     , CB Combo Building        , "SYSTEM SIZE 10270W DC 23000W AC- MODULES (26) LONGI GREEN ENERGY TECHNOLOGY CO LTD: LR5-54HABB-395M - INVERTERS: (1) TESLA POWERWALL 3 1707000-XX-Y (1) TESLA POWERWALL 3 1707000-XX-Y RACKING: ULTRA RAIL, ATTACHMENT DETAIL , UMBRELLA FOOT TO FRAMING, SNR-DC-00339* ENERGY STORAGE SYSTEM (2) TESLA: POWERWALL 3 "                                                                                                       , $0            , Issued       , 1/30/2025       , 1/30/2025 , 1/30/2026  ,           , Sunrun Installation Services
"9981 Bogue Street, Temple City, California 91780"                   , 8588-014-025, B25-48457   , Building     , RR Residential Alteration, "TEAR OFF EXISTING ROOF, REPLACE PLYWOOD AS NEEDED AND RE ROOF WITH COMPO SHINGLES "                                                                                                                                                                                                                                                                                                                                          , "$8,000 "     , Issued       , 1/30/2025       , 1/30/2025 , 1/30/2026  ,           , Owner-Builder
"6262 Ivar Avenue, Temple City, California 91780"                    , 5384-001-002, B25-48458   , Building     , RR Residential Alteration, TEAR OFF EXISTING ROOF. REPAIR DAMAGED ROOF SHEATHING. INSTALL 30 YEAR ASPHALT SHINGLES. HOUSE AND ATTACHED GARAGE 32 SQ.FT.                                                                                                                                                                                                                                                                                                  , "$15,000 "    , Issued       , 1/30/2025       , 1/30/2025 , 1/30/2026  ,           , Golden West Roofing Services Inc.
"6158 Temple City Boulevard, Temple City, California 91780"          , 5385-015-038, E25-48245   , Electrical   ,                          , BATTERY AND BACK-UP                                                                                                                                                                                                                                                                                                                                                                                                           , $0            , Issued       , 1/7/2025        , 1/30/2025 , 1/30/2026  ,           , Axia Solar Corp.
"6146 Temple City Boulevard, Temple City, California 91780"          , 5385-015-029, E25-48318   , Electrical   ,                          , BATTERY AND BACK UP                                                                                                                                                                                                                                                                                                                                                                                                           , $0            , Issued       , 1/16/2025       , 1/30/2025 , 1/30/2026  ,           , Axia Solar Corp.
"8610 Roccus Lane, San Gabriel, California 91775"                    , 5386-007-063, E25-48443   , Electrical   ,                          , PANEL UPGRADE TO 200 AMP SERVICE PANEL                                                                                                                                                                                                                                                                                                                                                                                        , $0            , Issued       , 1/29/2025       , 1/30/2025 , 1/30/2026  ,           , Photonics Electric & IT Services Inc.
"5318 Arden Drive, Temple City, California 91780"                    , 8585-020-004, E25-48448   , Electrical   ,                          , (1) TESLA POWERWALL & SUB-PANEL                                                                                                                                                                                                                                                                                                                                                                                               , $0            , Issued       , 1/30/2025       , 1/30/2025 , 1/30/2026  ,           , Sunrun Installation Services
"9602 Olive Street, Temple City, California 91780"                   , 8589-001-001, G25-48445   , Grading      ,                          , DEMOLISH EXISTING POOL & SPA WITH BACKFILLING WITH STRUCTURAL COMPACTED FILL                                                                                                                                                                                                                                                                                                                                                  , $0            , Issued       , 1/30/2025       , 1/30/2025 , 1/30/2026  ,           , Happy Home Construction
"5705 Rosemead Boulevard, Temple City, California 91780"             , 5387-012-045, M25-48446   , Mechanical   ,                          , REPLACE (1) 5 TON GAS PACKAGE UNIT ROOF LIKE FOR LIKE                                                                                                                                                                                                                                                                                                                                                                         , $0            , Issued       , 1/30/2025       , 1/30/2025 , 1/30/2026  ,           , "Coolysys Light Commercial Solutions, LLC "
"9602 Olive Street, Temple City, California 91780"                   , 8589-001-001, MISC25-48444, Miscellaneous,                          , DEMOLISH EXISTING SWIMMING POOL WITH BACKFILLING WITH STRUCTURAL COMPACTED FILL                                                                                                                                                                                                                                                                                                                                               , $0            , Issued       , 1/30/2025       , 1/30/2025 , 1/30/2026  ,           , Happy Home Construction
